"Scenario","Year","Unit","Variable","Value"
"Higher Scenario","2014","Megatonnes CO2e","Waste and Others","48.240000"
"Higher Scenario","2015","Megatonnes CO2e","Waste and Others","49.150000"
"Higher Scenario","2016","Megatonnes CO2e","Waste and Others","50.530000"
"Higher Scenario","2017","Megatonnes CO2e","Waste and Others","50.970000"
"Higher Scenario","2018","Megatonnes CO2e","Waste and Others","51.780000"
"Higher Scenario","2019","Megatonnes CO2e","Waste and Others","51.960000"
"Higher Scenario","2020","Megatonnes CO2e","Waste and Others","48.230000"
"Higher Scenario","2021","Megatonnes CO2e","Waste and Others","49.180000"
"Higher Scenario","2022","Megatonnes CO2e","Waste and Others","49.930000"
"Higher Scenario","2023","Megatonnes CO2e","Waste and Others","50.160000"
"Higher Scenario","2024","Megatonnes CO2e","Waste and Others","47.110000"
"Higher Scenario","2025","Megatonnes CO2e","Waste and Others","46.900000"
"Higher Scenario","2026","Megatonnes CO2e","Waste and Others","47.000000"
"Higher Scenario","2027","Megatonnes CO2e","Waste and Others","47.450000"
"Higher Scenario","2028","Megatonnes CO2e","Waste and Others","47.330000"
"Higher Scenario","2029","Megatonnes CO2e","Waste and Others","47.270000"
"Higher Scenario","2030","Megatonnes CO2e","Waste and Others","47.310000"
"Higher Scenario","2031","Megatonnes CO2e","Waste and Others","47.600000"
"Higher Scenario","2032","Megatonnes CO2e","Waste and Others","48.190000"
"Higher Scenario","2033","Megatonnes CO2e","Waste and Others","48.580000"
"Higher Scenario","2034","Megatonnes CO2e","Waste and Others","49.050000"
"Higher Scenario","2035","Megatonnes CO2e","Waste and Others","49.560000"
"Higher Scenario","2036","Megatonnes CO2e","Waste and Others","49.930000"
"Higher Scenario","2037","Megatonnes CO2e","Waste and Others","50.450000"
"Higher Scenario","2038","Megatonnes CO2e","Waste and Others","50.840000"
"Higher Scenario","2039","Megatonnes CO2e","Waste and Others","51.290000"
"Higher Scenario","2040","Megatonnes CO2e","Waste and Others","51.760000"
"Higher Scenario","2041","Megatonnes CO2e","Waste and Others","52.170000"
"Higher Scenario","2042","Megatonnes CO2e","Waste and Others","52.570000"
"Higher Scenario","2043","Megatonnes CO2e","Waste and Others","52.970000"
"Higher Scenario","2044","Megatonnes CO2e","Waste and Others","53.450000"
"Higher Scenario","2045","Megatonnes CO2e","Waste and Others","53.960000"
"Higher Scenario","2046","Megatonnes CO2e","Waste and Others","54.480000"
"Higher Scenario","2047","Megatonnes CO2e","Waste and Others","55.040000"
"Higher Scenario","2048","Megatonnes CO2e","Waste and Others","55.610000"
"Higher Scenario","2049","Megatonnes CO2e","Waste and Others","56.150000"
"Higher Scenario","2050","Megatonnes CO2e","Waste and Others","56.730000"
"Lower Scenario","2005","Megatonnes CO2e","Agriculture","65.680000"
"Lower Scenario","2006","Megatonnes CO2e","Agriculture","64.300000"
"Lower Scenario","2007","Megatonnes CO2e","Agriculture","64.180000"
"Lower Scenario","2008","Megatonnes CO2e","Agriculture","63.600000"
"Lower Scenario","2009","Megatonnes CO2e","Agriculture","60.590000"
"Lower Scenario","2010","Megatonnes CO2e","Agriculture","60.610000"
"Lower Scenario","2011","Megatonnes CO2e","Agriculture","61.490000"
"Lower Scenario","2012","Megatonnes CO2e","Agriculture","63.430000"
"Lower Scenario","2013","Megatonnes CO2e","Agriculture","65.200000"
"Lower Scenario","2014","Megatonnes CO2e","Agriculture","64.300000"
"Lower Scenario","2015","Megatonnes CO2e","Agriculture","65.720000"
"Lower Scenario","2016","Megatonnes CO2e","Agriculture","66.740000"
"Lower Scenario","2017","Megatonnes CO2e","Agriculture","67.310000"
"Lower Scenario","2018","Megatonnes CO2e","Agriculture","69.050000"
"Lower Scenario","2019","Megatonnes CO2e","Agriculture","69.310000"
"Lower Scenario","2020","Megatonnes CO2e","Agriculture","70.120000"
"Lower Scenario","2021","Megatonnes CO2e","Agriculture","69.330000"
"Lower Scenario","2022","Megatonnes CO2e","Agriculture","70.090000"
"Lower Scenario","2023","Megatonnes CO2e","Agriculture","69.390000"
"Lower Scenario","2024","Megatonnes CO2e","Agriculture","72.080000"
"Lower Scenario","2025","Megatonnes CO2e","Agriculture","71.530000"
"Lower Scenario","2026","Megatonnes CO2e","Agriculture","70.610000"
"Lower Scenario","2027","Megatonnes CO2e","Agriculture","70.290000"
"Lower Scenario","2028","Megatonnes CO2e","Agriculture","69.750000"
"Lower Scenario","2029","Megatonnes CO2e","Agriculture","69.310000"
"Lower Scenario","2030","Megatonnes CO2e","Agriculture","68.930000"
"Lower Scenario","2031","Megatonnes CO2e","Agriculture","68.680000"
"Lower Scenario","2032","Megatonnes CO2e","Agriculture","68.700000"
"Lower Scenario","2033","Megatonnes CO2e","Agriculture","68.930000"
"Lower Scenario","2034","Megatonnes CO2e","Agriculture","69.420000"
"Lower Scenario","2035","Megatonnes CO2e","Agriculture","69.820000"
"Lower Scenario","2036","Megatonnes CO2e","Agriculture","69.950000"
"Lower Scenario","2037","Megatonnes CO2e","Agriculture","69.950000"
"Lower Scenario","2038","Megatonnes CO2e","Agriculture","69.890000"
"Lower Scenario","2039","Megatonnes CO2e","Agriculture","69.800000"
"Lower Scenario","2040","Megatonnes CO2e","Agriculture","69.800000"
"Lower Scenario","2041","Megatonnes CO2e","Agriculture","69.800000"
"Lower Scenario","2042","Megatonnes CO2e","Agriculture","69.780000"
"Lower Scenario","2043","Megatonnes CO2e","Agriculture","69.750000"
"Lower Scenario","2044","Megatonnes CO2e","Agriculture","69.770000"
"Lower Scenario","2045","Megatonnes CO2e","Agriculture","69.810000"
"Lower Scenario","2046","Megatonnes CO2e","Agriculture","69.900000"
"Lower Scenario","2047","Megatonnes CO2e","Agriculture","70.050000"
"Lower Scenario","2048","Megatonnes CO2e","Agriculture","70.240000"
"Lower Scenario","2049","Megatonnes CO2e","Agriculture","70.460000"
"Lower Scenario","2050","Megatonnes CO2e","Agriculture","70.710000"
"Lower Scenario","2005","Megatonnes CO2e","Buildings","84.620000"
"Lower Scenario","2006","Megatonnes CO2e","Buildings","79.500000"
"Lower Scenario","2007","Megatonnes CO2e","Buildings","85.320000"
"Lower Scenario","2008","Megatonnes CO2e","Buildings","85.200000"
"Lower Scenario","2009","Megatonnes CO2e","Buildings","83.590000"
"Lower Scenario","2010","Megatonnes CO2e","Buildings","81.250000"
"Lower Scenario","2011","Megatonnes CO2e","Buildings","85.690000"
"Lower Scenario","2012","Megatonnes CO2e","Buildings","84.180000"
"Lower Scenario","2013","Megatonnes CO2e","Buildings","85.220000"
"Lower Scenario","2014","Megatonnes CO2e","Buildings","85.720000"
"Lower Scenario","2015","Megatonnes CO2e","Buildings","84.710000"
"Lower Scenario","2016","Megatonnes CO2e","Buildings","85.720000"
"Lower Scenario","2017","Megatonnes CO2e","Buildings","87.900000"
"Lower Scenario","2018","Megatonnes CO2e","Buildings","91.850000"
"Lower Scenario","2019","Megatonnes CO2e","Buildings","93.770000"
"Lower Scenario","2020","Megatonnes CO2e","Buildings","88.160000"
"Lower Scenario","2021","Megatonnes CO2e","Buildings","84.800000"
"Lower Scenario","2022","Megatonnes CO2e","Buildings","88.290000"
"Lower Scenario","2023","Megatonnes CO2e","Buildings","82.650000"
"Lower Scenario","2024","Megatonnes CO2e","Buildings","82.150000"
"Lower Scenario","2025","Megatonnes CO2e","Buildings","80.570000"
"Lower Scenario","2026","Megatonnes CO2e","Buildings","78.780000"
"Lower Scenario","2027","Megatonnes CO2e","Buildings","76.970000"
"Lower Scenario","2028","Megatonnes CO2e","Buildings","75.420000"
"Lower Scenario","2029","Megatonnes CO2e","Buildings","74.030000"
"Lower Scenario","2030","Megatonnes CO2e","Buildings","72.750000"
"Lower Scenario","2031","Megatonnes CO2e","Buildings","71.920000"
"Lower Scenario","2032","Megatonnes CO2e","Buildings","71.160000"
"Lower Scenario","2033","Megatonnes CO2e","Buildings","70.440000"
"Lower Scenario","2034","Megatonnes CO2e","Buildings","69.840000"
"Lower Scenario","2035","Megatonnes CO2e","Buildings","68.840000"
"Lower Scenario","2036","Megatonnes CO2e","Buildings","68.320000"
"Lower Scenario","2037","Megatonnes CO2e","Buildings","68.430000"
"Lower Scenario","2038","Megatonnes CO2e","Buildings","68.600000"
"Lower Scenario","2039","Megatonnes CO2e","Buildings","68.710000"
"Lower Scenario","2040","Megatonnes CO2e","Buildings","68.850000"
"Lower Scenario","2041","Megatonnes CO2e","Buildings","68.990000"
"Lower Scenario","2042","Megatonnes CO2e","Buildings","69.140000"
"Lower Scenario","2043","Megatonnes CO2e","Buildings","69.280000"
"Lower Scenario","2044","Megatonnes CO2e","Buildings","69.490000"
"Lower Scenario","2045","Megatonnes CO2e","Buildings","69.680000"
"Lower Scenario","2046","Megatonnes CO2e","Buildings","69.900000"
"Lower Scenario","2047","Megatonnes CO2e","Buildings","70.190000"
"Lower Scenario","2048","Megatonnes CO2e","Buildings","70.450000"
"Lower Scenario","2049","Megatonnes CO2e","Buildings","70.780000"
"Lower Scenario","2050","Megatonnes CO2e","Buildings","70.980000"
"Lower Scenario","2005","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2006","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2007","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2008","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2009","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2010","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2011","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2012","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2013","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2014","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2015","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2016","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2017","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2018","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2019","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2020","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2021","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2022","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2023","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2024","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2025","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2026","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2027","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2028","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2029","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2030","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2031","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2032","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2033","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2034","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2035","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2036","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2037","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2038","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2039","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2040","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2041","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2042","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2043","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2044","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2045","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2046","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2047","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2048","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2049","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2050","Megatonnes CO2e","Direct Air Capture","0.000000"
"Lower Scenario","2005","Megatonnes CO2e","Electricity","115.900000"
"Lower Scenario","2006","Megatonnes CO2e","Electricity","111.220000"
"Lower Scenario","2007","Megatonnes CO2e","Electricity","117.850000"
"Lower Scenario","2008","Megatonnes CO2e","Electricity","108.310000"
"Lower Scenario","2009","Megatonnes CO2e","Electricity","93.170000"
"Lower Scenario","2010","Megatonnes CO2e","Electricity","94.720000"
"Lower Scenario","2011","Megatonnes CO2e","Electricity","85.910000"
"Lower Scenario","2012","Megatonnes CO2e","Electricity","82.450000"
"Lower Scenario","2013","Megatonnes CO2e","Electricity","79.780000"
"Lower Scenario","2014","Megatonnes CO2e","Electricity","75.200000"
"Lower Scenario","2015","Megatonnes CO2e","Electricity","74.480000"
"Lower Scenario","2016","Megatonnes CO2e","Electricity","75.150000"
"Lower Scenario","2017","Megatonnes CO2e","Electricity","72.510000"
"Lower Scenario","2018","Megatonnes CO2e","Electricity","62.650000"
"Lower Scenario","2019","Megatonnes CO2e","Electricity","61.620000"
"Lower Scenario","2020","Megatonnes CO2e","Electricity","53.850000"
"Lower Scenario","2021","Megatonnes CO2e","Electricity","52.480000"
"Lower Scenario","2022","Megatonnes CO2e","Electricity","48.980000"
"Lower Scenario","2023","Megatonnes CO2e","Electricity","48.830000"
"Lower Scenario","2024","Megatonnes CO2e","Electricity","37.940000"
"Lower Scenario","2025","Megatonnes CO2e","Electricity","35.060000"
"Lower Scenario","2026","Megatonnes CO2e","Electricity","32.900000"
"Lower Scenario","2027","Megatonnes CO2e","Electricity","33.610000"
"Lower Scenario","2028","Megatonnes CO2e","Electricity","34.020000"
"Lower Scenario","2029","Megatonnes CO2e","Electricity","33.350000"
"Lower Scenario","2030","Megatonnes CO2e","Electricity","30.460000"
"Lower Scenario","2031","Megatonnes CO2e","Electricity","20.990000"
"Lower Scenario","2032","Megatonnes CO2e","Electricity","18.920000"
"Lower Scenario","2033","Megatonnes CO2e","Electricity","17.280000"
"Lower Scenario","2034","Megatonnes CO2e","Electricity","17.460000"
"Lower Scenario","2035","Megatonnes CO2e","Electricity","18.430000"
"Lower Scenario","2036","Megatonnes CO2e","Electricity","19.900000"
"Lower Scenario","2037","Megatonnes CO2e","Electricity","19.600000"
"Lower Scenario","2038","Megatonnes CO2e","Electricity","20.520000"
"Lower Scenario","2039","Megatonnes CO2e","Electricity","19.130000"
"Lower Scenario","2040","Megatonnes CO2e","Electricity","18.030000"
"Lower Scenario","2041","Megatonnes CO2e","Electricity","18.460000"
"Lower Scenario","2042","Megatonnes CO2e","Electricity","19.080000"
"Lower Scenario","2043","Megatonnes CO2e","Electricity","19.250000"
"Lower Scenario","2044","Megatonnes CO2e","Electricity","19.460000"
"Lower Scenario","2045","Megatonnes CO2e","Electricity","19.650000"
"Lower Scenario","2046","Megatonnes CO2e","Electricity","20.240000"
"Lower Scenario","2047","Megatonnes CO2e","Electricity","20.900000"
"Lower Scenario","2048","Megatonnes CO2e","Electricity","20.520000"
"Lower Scenario","2049","Megatonnes CO2e","Electricity","17.720000"
"Lower Scenario","2050","Megatonnes CO2e","Electricity","9.610000"
"Lower Scenario","2005","Megatonnes CO2e","Heavy Industry","87.800000"
"Lower Scenario","2006","Megatonnes CO2e","Heavy Industry","87.760000"
"Lower Scenario","2007","Megatonnes CO2e","Heavy Industry","85.880000"
"Lower Scenario","2008","Megatonnes CO2e","Heavy Industry","84.190000"
"Lower Scenario","2009","Megatonnes CO2e","Heavy Industry","71.110000"
"Lower Scenario","2010","Megatonnes CO2e","Heavy Industry","74.890000"
"Lower Scenario","2011","Megatonnes CO2e","Heavy Industry","81.130000"
"Lower Scenario","2012","Megatonnes CO2e","Heavy Industry","81.220000"
"Lower Scenario","2013","Megatonnes CO2e","Heavy Industry","79.880000"
"Lower Scenario","2014","Megatonnes CO2e","Heavy Industry","82.070000"
"Lower Scenario","2015","Megatonnes CO2e","Heavy Industry","79.690000"
"Lower Scenario","2016","Megatonnes CO2e","Heavy Industry","76.830000"
"Lower Scenario","2017","Megatonnes CO2e","Heavy Industry","77.580000"
"Lower Scenario","2018","Megatonnes CO2e","Heavy Industry","79.660000"
"Lower Scenario","2019","Megatonnes CO2e","Heavy Industry","79.340000"
"Lower Scenario","2020","Megatonnes CO2e","Heavy Industry","75.430000"
"Lower Scenario","2021","Megatonnes CO2e","Heavy Industry","78.120000"
"Lower Scenario","2022","Megatonnes CO2e","Heavy Industry","78.110000"
"Lower Scenario","2023","Megatonnes CO2e","Heavy Industry","78.340000"
"Lower Scenario","2024","Megatonnes CO2e","Heavy Industry","75.200000"
"Lower Scenario","2025","Megatonnes CO2e","Heavy Industry","71.710000"
"Lower Scenario","2026","Megatonnes CO2e","Heavy Industry","68.490000"
"Lower Scenario","2027","Megatonnes CO2e","Heavy Industry","67.060000"
"Lower Scenario","2028","Megatonnes CO2e","Heavy Industry","64.760000"
"Lower Scenario","2029","Megatonnes CO2e","Heavy Industry","62.340000"
"Lower Scenario","2030","Megatonnes CO2e","Heavy Industry","60.150000"
"Lower Scenario","2031","Megatonnes CO2e","Heavy Industry","61.150000"
"Lower Scenario","2032","Megatonnes CO2e","Heavy Industry","60.070000"
"Lower Scenario","2033","Megatonnes CO2e","Heavy Industry","58.450000"
"Lower Scenario","2034","Megatonnes CO2e","Heavy Industry","58.050000"
"Lower Scenario","2035","Megatonnes CO2e","Heavy Industry","55.620000"
"Lower Scenario","2036","Megatonnes CO2e","Heavy Industry","51.560000"
"Lower Scenario","2037","Megatonnes CO2e","Heavy Industry","51.450000"
"Lower Scenario","2038","Megatonnes CO2e","Heavy Industry","51.630000"
"Lower Scenario","2039","Megatonnes CO2e","Heavy Industry","51.640000"
"Lower Scenario","2040","Megatonnes CO2e","Heavy Industry","51.600000"
"Lower Scenario","2041","Megatonnes CO2e","Heavy Industry","51.720000"
"Lower Scenario","2042","Megatonnes CO2e","Heavy Industry","51.790000"
"Lower Scenario","2043","Megatonnes CO2e","Heavy Industry","51.900000"
"Lower Scenario","2044","Megatonnes CO2e","Heavy Industry","52.060000"
"Lower Scenario","2045","Megatonnes CO2e","Heavy Industry","52.200000"
"Lower Scenario","2046","Megatonnes CO2e","Heavy Industry","52.440000"
"Lower Scenario","2047","Megatonnes CO2e","Heavy Industry","52.840000"
"Lower Scenario","2048","Megatonnes CO2e","Heavy Industry","53.040000"
"Lower Scenario","2049","Megatonnes CO2e","Heavy Industry","53.140000"
"Lower Scenario","2050","Megatonnes CO2e","Heavy Industry","52.180000"
"Lower Scenario","2005","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","0.000000"
"Lower Scenario","2006","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-3.000000"
"Lower Scenario","2007","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","4.000000"
"Lower Scenario","2008","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","2.000000"
"Lower Scenario","2009","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-14.000000"
"Lower Scenario","2010","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","10.000000"
"Lower Scenario","2011","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","17.000000"
"Lower Scenario","2012","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","1.000000"
"Lower Scenario","2013","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-3.000000"
"Lower Scenario","2014","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-27.000000"
"Lower Scenario","2015","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","4.000000"
"Lower Scenario","2016","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-9.000000"
"Lower Scenario","2017","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-19.000000"
"Lower Scenario","2018","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-17.000000"
"Lower Scenario","2019","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-25.000000"
"Lower Scenario","2020","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-22.000000"
"Lower Scenario","2021","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-29.000000"
"Lower Scenario","2022","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","9.000000"
"Lower Scenario","2023","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-39.000000"
"Lower Scenario","2024","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-7.000000"
"Lower Scenario","2025","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-24.000000"
"Lower Scenario","2026","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-21.000000"
"Lower Scenario","2027","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-22.000000"
"Lower Scenario","2028","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-22.000000"
"Lower Scenario","2029","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-22.000000"
"Lower Scenario","2030","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-25.000000"
"Lower Scenario","2031","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-26.000000"
"Lower Scenario","2032","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-26.000000"
"Lower Scenario","2033","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-25.000000"
"Lower Scenario","2034","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-27.000000"
"Lower Scenario","2035","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Lower Scenario","2036","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Lower Scenario","2037","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Lower Scenario","2038","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Lower Scenario","2039","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Lower Scenario","2040","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Lower Scenario","2041","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Lower Scenario","2042","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Lower Scenario","2043","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Lower Scenario","2044","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Lower Scenario","2045","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Lower Scenario","2046","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Lower Scenario","2047","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Lower Scenario","2048","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Lower Scenario","2049","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Lower Scenario","2050","Megatonnes CO2e","Land Use, Land Use Change and Forestry & Other Sinks","-30.000000"
"Lower Scenario","2005","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Lower Scenario","2006","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Lower Scenario","2007","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Lower Scenario","2008","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Lower Scenario","2009","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Lower Scenario","2010","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Lower Scenario","2011","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Lower Scenario","2012","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Lower Scenario","2013","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Lower Scenario","2014","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Lower Scenario","2015","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Lower Scenario","2016","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Lower Scenario","2017","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Lower Scenario","2018","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Lower Scenario","2019","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Lower Scenario","2020","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Lower Scenario","2021","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Lower Scenario","2022","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Lower Scenario","2023","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Lower Scenario","2024","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Lower Scenario","2025","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.000000"
"Lower Scenario","2026","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.040000"
"Lower Scenario","2027","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.060000"
"Lower Scenario","2028","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.110000"
"Lower Scenario","2029","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.140000"
"Lower Scenario","2030","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.140000"
"Lower Scenario","2031","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.200000"
"Lower Scenario","2032","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.220000"
"Lower Scenario","2033","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.250000"
"Lower Scenario","2034","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.280000"
"Lower Scenario","2035","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.300000"
"Lower Scenario","2036","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.310000"
"Lower Scenario","2037","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.310000"
"Lower Scenario","2038","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.330000"
"Lower Scenario","2039","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.360000"
"Lower Scenario","2040","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.420000"
"Lower Scenario","2041","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.440000"
"Lower Scenario","2042","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.460000"
"Lower Scenario","2043","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.480000"
"Lower Scenario","2044","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.500000"
"Lower Scenario","2045","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.510000"
"Lower Scenario","2046","Megatonnes CO2e","Low or Non-emitting Hydrogen Production","0.520000"
