"Scenario","Region","Variable","Type","Year","Value"
"Current Measures","Quebec","Uranium","Primary Fuel","2027","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2028","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2029","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2030","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2031","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2032","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2033","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2034","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2035","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2036","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2037","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2038","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2039","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2040","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2041","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2042","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2043","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2044","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2045","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2046","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2047","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2048","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2049","0.000000"
"Current Measures","Quebec","Uranium","Primary Fuel","2050","3429.055000"
"Current Measures","Quebec","Wind","Primary Fuel","2005","416.000000"
"Current Measures","Quebec","Wind","Primary Fuel","2006","419.000000"
"Current Measures","Quebec","Wind","Primary Fuel","2007","617.000100"
"Current Measures","Quebec","Wind","Primary Fuel","2008","565.000000"
"Current Measures","Quebec","Wind","Primary Fuel","2009","1322.000000"
"Current Measures","Quebec","Wind","Primary Fuel","2010","1547.353000"
"Current Measures","Quebec","Wind","Primary Fuel","2011","995.603000"
"Current Measures","Quebec","Wind","Primary Fuel","2012","1010.732000"
"Current Measures","Quebec","Wind","Primary Fuel","2013","1030.894000"
"Current Measures","Quebec","Wind","Primary Fuel","2014","1009.882000"
"Current Measures","Quebec","Wind","Primary Fuel","2015","6420.621000"
"Current Measures","Quebec","Wind","Primary Fuel","2016","9780.701000"
"Current Measures","Quebec","Wind","Primary Fuel","2017","9905.167000"
"Current Measures","Quebec","Wind","Primary Fuel","2018","10640.210000"
"Current Measures","Quebec","Wind","Primary Fuel","2019","11096.957000"
"Current Measures","Quebec","Wind","Primary Fuel","2020","11232.375000"
"Current Measures","Quebec","Wind","Primary Fuel","2021","10513.220000"
"Current Measures","Quebec","Wind","Primary Fuel","2022","10142.807000"
"Current Measures","Quebec","Wind","Primary Fuel","2023","9728.415000"
"Current Measures","Quebec","Wind","Primary Fuel","2024","9756.489000"
"Current Measures","Quebec","Wind","Primary Fuel","2025","9296.531000"
"Current Measures","Quebec","Wind","Primary Fuel","2026","11260.998000"
"Current Measures","Quebec","Wind","Primary Fuel","2027","12076.703000"
"Current Measures","Quebec","Wind","Primary Fuel","2028","13609.096000"
"Current Measures","Quebec","Wind","Primary Fuel","2029","14470.660000"
"Current Measures","Quebec","Wind","Primary Fuel","2030","17045.022000"
"Current Measures","Quebec","Wind","Primary Fuel","2031","17713.486000"
"Current Measures","Quebec","Wind","Primary Fuel","2032","19398.453000"
"Current Measures","Quebec","Wind","Primary Fuel","2033","16712.395000"
"Current Measures","Quebec","Wind","Primary Fuel","2034","14858.918000"
"Current Measures","Quebec","Wind","Primary Fuel","2035","10710.304000"
"Current Measures","Quebec","Wind","Primary Fuel","2036","15892.942000"
"Current Measures","Quebec","Wind","Primary Fuel","2037","17011.511000"
"Current Measures","Quebec","Wind","Primary Fuel","2038","18778.620000"
"Current Measures","Quebec","Wind","Primary Fuel","2039","18352.784000"
"Current Measures","Quebec","Wind","Primary Fuel","2040","21987.570000"
"Current Measures","Quebec","Wind","Primary Fuel","2041","22806.690000"
"Current Measures","Quebec","Wind","Primary Fuel","2042","22222.386000"
"Current Measures","Quebec","Wind","Primary Fuel","2043","23677.354000"
"Current Measures","Quebec","Wind","Primary Fuel","2044","26656.286000"
"Current Measures","Quebec","Wind","Primary Fuel","2045","30178.186000"
"Current Measures","Quebec","Wind","Primary Fuel","2046","32864.872000"
"Current Measures","Quebec","Wind","Primary Fuel","2047","34118.864000"
"Current Measures","Quebec","Wind","Primary Fuel","2048","35427.919000"
"Current Measures","Quebec","Wind","Primary Fuel","2049","35168.988000"
"Current Measures","Quebec","Wind","Primary Fuel","2050","36773.319000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2005","0.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2006","0.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2007","0.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2008","0.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2009","0.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2010","0.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2011","0.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2012","0.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2013","0.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2014","0.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2015","0.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2016","0.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2017","0.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2018","123.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2019","109.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2020","0.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2021","0.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2022","0.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2023","41.639000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2024","0.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2025","0.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2026","0.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2027","0.394000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2028","1.395000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2029","0.644000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2030","1.717000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2031","29.728000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2032","28.333000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2033","25.113000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2034","25.972000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2035","29.406000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2036","29.728000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2037","29.621000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2038","29.191000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2039","28.869000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2040","28.440000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2041","28.226000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2042","28.235000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2043","25.435000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2044","26.079000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2045","24.577000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2046","24.790000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2047","24.577000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2048","0.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2049","0.000000"
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel","2050","26.891000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2005","13157.720000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2006","12734.720000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2007","13706.720000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2008","14055.070000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2009","14446.210000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2010","13510.410000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2011","13181.210000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2012","13089.820000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2013","13578.270000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2014","11726.750000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2015","12023.560000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2016","11974.820000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2017","11915.140000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2018","10290.840000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2019","9981.500000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2020","7890.243000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2021","9650.353000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2022","8537.564000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2023","7934.855000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2024","7359.276000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2025","7359.276000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2026","7359.276000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2027","7359.276000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2028","7359.276000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2029","7359.276000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2030","6237.120000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2031","664.128000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2032","670.524000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2033","665.973000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2034","668.406000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2035","655.620000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2036","658.143000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2037","661.584000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2038","668.224000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2039","674.462000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2040","659.661000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2041","682.076000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2042","666.600000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2043","695.694000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2044","692.312000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2045","707.806000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2046","702.071000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2047","699.712000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2048","690.725000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2049","692.021000"
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel","2050","689.757000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2005","4573.000000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2006","4032.000000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2007","4393.000000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2008","4030.000000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2009","2962.000000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2010","3866.048000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2011","4641.153000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2012","4240.378000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2013","4448.811000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2014","4706.090000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2015","3425.611000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2016","3284.769000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2017","3854.753000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2018","3591.235000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2019","3666.114000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2020","4423.240000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2021","2982.414000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2022","3304.033000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2023","2770.316000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2024","2450.532000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2025","2454.688000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2026","2447.450000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2027","2678.348000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2028","2775.346000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2029","2704.704000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2030","3371.966000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2031","3645.096000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2032","3636.087000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2033","3617.668000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2034","3598.103000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2035","3628.463000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2036","3603.286000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2037","3610.606000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2038","3609.931000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2039","3619.311000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2040","3594.409000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2041","3597.362000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2042","3596.378000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2043","3615.213000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2044","3597.397000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2045","3605.085000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2046","3610.513000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2047","3601.144000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2048","3589.124000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2049","3599.905000"
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel","2050","3595.853000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2005","1896.283000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2006","2247.283000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2007","1869.283000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2008","3083.935000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2009","2763.792000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2010","2503.593000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2011","2678.787000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2012","3253.184000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2013","4493.730000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2014","6022.449000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2015","7348.403000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2016","8613.183000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2017","9045.866000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2018","9436.156000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2019","9714.500000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2020","11316.932000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2021","11290.383000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2022","10806.692000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2023","12089.402000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2024","12845.962000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2025","12900.012000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2026","12900.012000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2027","12900.012000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2028","12900.012000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2029","12900.012000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2030","12900.012000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2031","12910.199000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2032","12326.663000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2033","11496.319000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2034","11920.231000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2035","10948.508000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2036","11436.852000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2037","11711.178000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2038","11703.926000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2039","11815.879000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2040","10321.997000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2041","11115.172000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2042","11439.658000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2043","8551.066000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2044","8185.377000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2045","7730.474000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2046","7037.505000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2047","6682.165000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2048","5828.999000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2049","6250.602000"
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel","2050","4852.960000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2005","17.900000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2006","19.500000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2007","25.900000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2008","22.600000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2009","17.900000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2010","20.800000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2011","12.300000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2012","11.300000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2013","15.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2014","12.400000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2015","2.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2016","1.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2017","1.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2018","1.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2019","1.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2020","0.487000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2021","0.496000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2022","0.943000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2023","0.728000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2024","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2025","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2026","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2027","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2028","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2029","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2030","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2031","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2032","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2033","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2034","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2035","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2036","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2037","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2038","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2039","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2040","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2041","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2042","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2043","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2044","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2045","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2046","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2047","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2048","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2049","0.000000"
"Current Measures","Saskatchewan","Oil","Primary Fuel","2050","0.000000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2005","0.000000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2006","0.000000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2007","0.000000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2008","0.000000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2009","0.000000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2010","0.000000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2011","0.000000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2012","0.000000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2013","0.000000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2014","0.000000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2015","0.000000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2016","0.000000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2017","0.000000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2018","0.000000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2019","0.000000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2020","31.414000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2021","35.672000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2022","56.765000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2023","78.057000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2024","132.885000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2025","142.730000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2026","197.156000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2027","167.265000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2028","196.010000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2029","212.317000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2030","325.195000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2031","562.425000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2032","572.161000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2033","556.640000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2034","564.445000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2035","629.374000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2036","639.508000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2037","649.244000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2038","656.590000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2039","666.769000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2040","680.506000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2041","689.936000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2042","693.705000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2043","681.797000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2044","710.177000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2045","689.614000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2046","1712.046000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2047","2289.860000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2048","2783.870000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2049","3650.147000"
"Current Measures","Saskatchewan","Solar","Primary Fuel","2050","5256.949000"
"Current Measures","Saskatchewan","Uranium","Primary Fuel","2005","0.000000"
"Current Measures","Saskatchewan","Uranium","Primary Fuel","2006","0.000000"
"Current Measures","Saskatchewan","Uranium","Primary Fuel","2007","0.000000"
"Current Measures","Saskatchewan","Uranium","Primary Fuel","2008","0.000000"
"Current Measures","Saskatchewan","Uranium","Primary Fuel","2009","0.000000"
"Current Measures","Saskatchewan","Uranium","Primary Fuel","2010","0.000000"
"Current Measures","Saskatchewan","Uranium","Primary Fuel","2011","0.000000"
"Current Measures","Saskatchewan","Uranium","Primary Fuel","2012","0.000000"
"Current Measures","Saskatchewan","Uranium","Primary Fuel","2013","0.000000"
"Current Measures","Saskatchewan","Uranium","Primary Fuel","2014","0.000000"
"Current Measures","Saskatchewan","Uranium","Primary Fuel","2015","0.000000"
